Age,Annual_salary,Currency,Country,professional_work_experience_overall,professional_work_experience_field,education_level,Gender,grouped_industry,salary_in_usd
25-34,25000.0,GBP,UK,8 - 10 years,8 - 10 years,College degree,Man,Construction,32250.0
35-44,142000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Nonprofits,142000.0
45-54,88000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Man,Nonprofits,88000.0
18-24,37000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Law,37000.0
25-34,64000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Computing,64000.0
35-44,13000.0,USD,US,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Law,13000.0
25-34,49000.0,CAD,Canada,2 - 4 years,2 - 4 years,College degree,Woman,HR,35280.0
35-44,135000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Real Estate,135000.0
25-34,116000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Computing,116000.0
35-44,137000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Man,Business,137000.0
35-44,170000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Business,170000.0
35-44,87500.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Manufacturing,87500.0
25-34,70000.0,USD,US,8 - 10 years,5-7 years,College degree,Man,Business,70000.0
25-34,68000.0,CAD,Canada,2 - 4 years,2 - 4 years,Master's degree,Man,Media,48960.0
35-44,108160.0,USD,US,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Healthcare,108160.0
45-54,72000.0,USD,US,31 - 40 years,21 - 30 years,College degree,Man,Business,72000.0
25-34,60000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Accounting,60000.0
25-34,74620.0,USD,US,5-7 years,2 - 4 years,Some college,Man,Computing,74620.0
25-34,67580.0,USD,US,5-7 years,5-7 years,Some college,Man,Other,67580.0
25-34,43700.0,USD,US,8 - 10 years,5-7 years,Some college,Man,Education,43700.0
35-44,44760.0,USD,US,11 - 20 years,8 - 10 years,Some college,Man,Retail,44760.0
18-24,116000.0,USD,US,1 year or less,1 year or less,College degree,Man,Computing,116000.0
18-24,190000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Computing,190000.0
25-34,20000.0,GBP,UK,8 - 10 years,5-7 years,College degree,Man,Engineering,25800.0
35-44,78000.0,USD,US,11 - 20 years,8 - 10 years,Some college,Man,Computing,78000.0
35-44,85000.0,USD,US,21 - 30 years,11 - 20 years,Some college,Man,Sales,85000.0
18-24,36000.0,USD,US,1 year or less,1 year or less,College degree,Man,Education,36000.0
25-34,115000.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Man,Other,115000.0
18-24,90000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Engineering,90000.0
25-34,90000.0,CAD,Canada,5-7 years,2 - 4 years,College degree,Man,Other,64800.0
25-34,33600.0,EUR,Austria,2 - 4 years,1 year or less,College degree,Man,Business,36624.0
25-34,90000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Pharmaceuticals,90000.0
18-24,43680.0,USD,US,1 year or less,1 year or less,College degree,Woman,Business,43680.0
25-34,55000.0,CAD,Canada,2 - 4 years,2 - 4 years,College degree,Woman,Marketing,39600.0
25-34,57550.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Communication,57550.0
35-44,84500.0,EUR,Ireland,11 - 20 years,8 - 10 years,College degree,Man,Computing,92105.0
25-34,102000.0,USD,US,5-7 years,5-7 years,College degree,Man,Engineering,102000.0
18-24,39000.0,EUR,France,2 - 4 years,2 - 4 years,Some college,Man,Computing,42510.0
25-34,77000.0,USD,US,11 - 20 years,5-7 years,Some college,Man,Computing,77000.0
25-34,36000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Education,36000.0
25-34,43000.0,CAD,Canada,5-7 years,2 - 4 years,College degree,Man,Events,30960.0
25-34,50000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Law,50000.0
25-34,56100.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Accounting,56100.0
25-34,48000.0,USD,US,8 - 10 years,5-7 years,College degree,Man,Events,48000.0
18-24,48000.0,USD,US,2 - 4 years,2 - 4 years,High School,Man,Engineering,48000.0
18-24,37500.0,CAD,Canada,1 year or less,1 year or less,High School,Woman,Healthcare,27000.0
25-34,75000.0,USD,US,8 - 10 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Nonprofits,75000.0
35-44,110000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Man,Accounting,110000.0
35-44,68900.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Other,68900.0
18-24,120000.0,CAD,Canada,5-7 years,5-7 years,,Woman,Accounting,86400.0
25-34,15000.0,USD,US,11 - 20 years,5-7 years,College degree,Man,Education,15000.0
25-34,73000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Insurance,73000.0
25-34,88000.0,USD,US,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Law,88000.0
18-24,43680.0,USD,US,1 year or less,1 year or less,College degree,Man,Nonprofits,43680.0
25-34,60000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Man,Marketing,60000.0
25-34,90000.0,CAD,Canada,5-7 years,5-7 years,College degree,Woman,Engineering,64800.0
25-34,135000.0,USD,US,5-7 years,5-7 years,College degree,Man,Insurance,135000.0
25-34,60000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Marketing,60000.0
35-44,35000.0,USD,US,21 - 30 years,5-7 years,College degree,Man,Education,35000.0
45-54,72800.0,USD,US,21 - 30 years,21 - 30 years,College degree,Man,Engineering,72800.0
25-34,43680.0,USD,US,11 - 20 years,11 - 20 years,Some college,Man,Healthcare,43680.0
25-34,33000.0,USD,US,11 - 20 years,2 - 4 years,High School,Man,Transportation,33000.0
35-44,55000.0,USD,US,21 - 30 years,2 - 4 years,High School,Man,Events,55000.0
25-34,147000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Other,147000.0
18-24,97000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Accounting,97000.0
25-34,60800.0,USD,US,5-7 years,1 year or less,College degree,,Manufacturing,60800.0
25-34,71500.0,USD,US,1 year or less,1 year or less,PhD,Woman,Pharmaceuticals,71500.0
35-44,152000.0,CHF,Liechtenstein,5-7 years,5-7 years,PhD,Man,Engineering,171759.99999999997
35-44,26000.0,USD,US,21 - 30 years,11 - 20 years,Some college,Man,Events,26000.0
25-34,65000.0,USD,US,11 - 20 years,5-7 years,Some college,Man,Transportation,65000.0
35-44,70000.0,AUD/NZD,Australia,5-7 years,11 - 20 years,College degree,Man,Accounting,46200.0
35-44,125000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Energy,125000.0
25-34,86000.0,USD,US,8 - 10 years,2 - 4 years,Some college,Man,Insurance,86000.0
45-54,98000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Education,98000.0
35-44,135000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Marketing,135000.0
25-34,160000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Computing,160000.0
25-34,55000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Engineering,55000.0
45-54,110000.0,USD,US,11 - 20 years,1 year or less,Master's degree,Man,Healthcare,110000.0
25-34,41000.0,USD,US,2 - 4 years,1 year or less,College degree,Man,Other,41000.0
25-34,88000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Man,Business,88000.0
25-34,81000.0,CAD,Canada,5-7 years,2 - 4 years,Master's degree,Woman,Accounting,58320.0
25-34,87000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Other,87000.0
25-34,150000.0,USD,US,5-7 years,5-7 years,Master's degree,Non-binary,Computing,150000.0
25-34,105000.0,USD,US,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,105000.0
25-34,52000.0,EUR,Germany,2 - 4 years,2 - 4 years,Master's degree,Woman,Marketing,56680.00000000001
25-34,53000.0,USD,US,2 - 4 years,1 year or less,College degree,Man,Communication,53000.0
45-54,255000.0,USD,US,31 - 40 years,21 - 30 years,College degree,Man,Computing,255000.0
25-34,65000.0,USD,US,1 year or less,1 year or less,College degree,Man,Media,65000.0
35-44,77000.0,USD,US,8 - 10 years,8 - 10 years,Some college,Man,Transportation,77000.0
18-24,30000.0,GBP,UK,2 - 4 years,2 - 4 years,College degree,Man,Computing,38700.0
25-34,48308.0,CAD,Canada,5-7 years,2 - 4 years,Master's degree,Man,Education,34781.76
25-34,63024.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,HR,63024.0
25-34,42000.0,USD,US,11 - 20 years,2 - 4 years,Master's degree,Woman,Agriculture,42000.0
25-34,51000.0,CAD,Canada,8 - 10 years,2 - 4 years,College degree,Man,Computing,36720.0
45-54,32100.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Media,32100.0
25-34,66000.0,USD,US,5-7 years,5-7 years,College degree,Man,Healthcare,66000.0
35-44,44304.0,USD,US,11 - 20 years,2 - 4 years,High School,Man,Engineering,44304.0
45-54,38000.0,USD,US,21 - 30 years,11 - 20 years,High School,Man,Property,38000.0
18-24,35000.0,GBP,UK,2 - 4 years,1 year or less,College degree,Man,Computing,45150.0
18-24,76000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Engineering,76000.0
25-34,41600.0,USD,US,8 - 10 years,2 - 4 years,High School,Woman,Other,41600.0
25-34,41600.0,USD,US,11 - 20 years,8 - 10 years,High School,Man,Property,41600.0
35-44,132600.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Biotech,132600.0
18-24,33000.0,CAD,Canada,8 - 10 years,5-7 years,College degree,Woman,Food,23760.0
25-34,104000.0,USD,US,5-7 years,5-7 years,College degree,Man,Accounting,104000.0
25-34,92000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Computing,92000.0
25-34,16000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Man,Sales,16000.0
25-34,85000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Marketing,85000.0
35-44,57000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Other,57000.0
35-44,11000.0,USD,Pakistan,8 - 10 years,8 - 10 years,College degree,Woman,IT,11000.0
35-44,118000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Man,Communication,118000.0
18-24,40560.0,USD,US,5-7 years,2 - 4 years,High School,Man,Warehouse,40560.0
25-34,62500.0,USD,US,5-7 years,5-7 years,College degree,Woman,Accounting,62500.0
25-34,70000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Engineering,70000.0
55-64,44.0,USD,US,21 - 30 years,11 - 20 years,High School,Woman,Healthcare,44.0
18-24,55000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Man,Engineering,55000.0
25-34,78500.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Man,Engineering,78500.0
25-34,81000.0,USD,US,5-7 years,5-7 years,College degree,Man,Accounting,81000.0
25-34,50960.0,USD,US,1 year or less,1 year or less,Master's degree,Man,Healthcare,50960.0
35-44,78000.0,USD,US,21 - 30 years,21 - 30 years,Some college,Man,Software,78000.0
55-64,120000.0,USD,US,31 - 40 years,21 - 30 years,Some college,Man,Computing,120000.0
18-24,74000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Computing,74000.0
25-34,46000.0,CAD,Canada,2 - 4 years,1 year or less,College degree,Woman,Nonprofits,33120.0
18-24,24000.0,USD,US,1 year or less,1 year or less,College degree,Woman,Education,24000.0
25-34,90000.0,USD,US,5-7 years,11 - 20 years,College degree,Man,Computing,90000.0
25-34,44000.0,USD,US,2 - 4 years,1 year or less,College degree,Woman,Marketing,44000.0
25-34,80000.0,USD,US,8 - 10 years,2 - 4 years,Some college,Man,Communication,80000.0
35-44,100000.0,CAD,Canada,5-7 years,5-7 years,PhD,Man,Education,72000.0
25-34,117000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Administration,117000.0
18-24,65000.0,USD,US,5-7 years,2 - 4 years,College degree,Man,Engineering,65000.0
25-34,86000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Engineering,86000.0
25-34,41700.0,USD,US,2 - 4 years,2 - 4 years,High School,Man,Engineering,41700.0
25-34,64000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Art,64000.0
25-34,125000.0,CAD,Canada,8 - 10 years,8 - 10 years,College degree,Man,Computing,90000.0
25-34,75000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Man,Communication,75000.0
25-34,130000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Sales,130000.0
35-44,165000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Insurance,165000.0
18-24,33150.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Healthcare,33150.0
25-34,60000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Education,60000.0
35-44,62400.0,USD,US,5-7 years,1 year or less,Some college,Man,Engineering,62400.0
35-44,150000.0,CAD,Canada,21 - 30 years,11 - 20 years,College degree,Man,Property,108000.0
25-34,50000.0,USD,US,5-7 years,5-7 years,Some college,Man,Computing,50000.0
25-34,66500.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Biotech,66500.0
25-34,87000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Engineering,87000.0
18-24,50000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Marketing,50000.0
25-34,63648.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Administration,63648.0
35-44,105669.0,USD,US,11 - 20 years,8 - 10 years,College degree,Man,Accounting,105669.0
35-44,42720.0,USD,US,8 - 10 years,8 - 10 years,High School,Man,Transportation,42720.0
25-34,115000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Art,115000.0
35-44,135000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Computing,135000.0
25-34,36000.0,EUR,Latvia,11 - 20 years,11 - 20 years,,Man,Computing,39240.0
35-44,90000.0,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Other or prefer not to answer,Education,64800.0
18-24,26325.0,USD,US,2 - 4 years,1 year or less,Some college,Non-binary,Law,26325.0
25-34,56000.0,USD,US,1 year or less,1 year or less,College degree,Woman,Accounting,56000.0
25-34,31000.0,USD,US,8 - 10 years,1 year or less,College degree,Woman,Accounting,31000.0
25-34,48000.0,CAD,Canada,2 - 4 years,1 year or less,College degree,Woman,Nonprofits,34560.0
25-34,35568.0,EUR,Germany,2 - 4 years,2 - 4 years,College degree,Woman,Education,38769.12
25-34,120000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Man,Computing,120000.0
25-34,41600.0,USD,US,5-7 years,2 - 4 years,College degree,Man,Healthcare,41600.0
35-44,110000.0,USD,US,8 - 10 years,2 - 4 years,PhD,Woman,Accounting,110000.0
35-44,89000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Law,89000.0
35-44,38875.0,USD,US,5-7 years,5-7 years,College degree,Woman,Social Work,38875.0
18-24,63400.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Insurance,63400.0
25-34,29280.0,USD,US,1 year or less,2 - 4 years,College degree,Man,Education,29280.0
25-34,125000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Man,HR,125000.0
45-54,22880.0,USD,US,1 year or less,11 - 20 years,High School,Woman,Events,22880.0
18-24,100000.0,CAD,Canada,2 - 4 years,2 - 4 years,College degree,Woman,Computing,72000.0
25-34,105000.0,USD,US,5-7 years,2 - 4 years,College degree,Man,Computing,105000.0
25-34,50000.0,Other,Croatia,5-7 years,2 - 4 years,High School,Woman,Retail,50000.0
25-34,56375.0,USD,US,11 - 20 years,1 year or less,Master's degree,Woman,Education,56375.0
25-34,70000.0,CAD,Canada,8 - 10 years,5-7 years,Master's degree,Man,Engineering,50400.0
18-24,55000.0,USD,US,1 year or less,1 year or less,College degree,Man,Accounting,55000.0
25-34,70000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Insurance,70000.0
35-44,55000.0,EUR,Ireland,21 - 30 years,11 - 20 years,College degree,Man,Business,59950.00000000001
25-34,85000.0,USD,US,2 - 4 years,1 year or less,Master's degree,Man,Computing,85000.0
35-44,52000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,52000.0
25-34,60000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Computing,60000.0
25-34,38700.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Other,38700.0
25-34,330000.0,SEK,Sweden,2 - 4 years,1 year or less,Some college,Woman,Transportation,30690.0
45-54,925000.0,USD,US,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,Law,925000.0
25-34,152500.0,USD,US,5-7 years,5-7 years,College degree,Man,Computing,152500.0
25-34,100000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Manufacturing,100000.0
55-64,78700.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,78700.0
18-24,83000.0,USD,US,2 - 4 years,1 year or less,Master's degree,Man,Engineering,83000.0
35-44,40560.0,USD,US,11 - 20 years,2 - 4 years,Some college,Non-binary,Law,40560.0
25-34,62400.0,USD,US,2 - 4 years,1 year or less,College degree,Man,Property,62400.0
25-34,88000.0,CAD,Canada,2 - 4 years,2 - 4 years,College degree,Man,Engineering,63360.0
25-34,28000.0,EUR,Austria,5-7 years,2 - 4 years,College degree,Man,Retail,30520.000000000004
45-54,122000.0,USD,US,21 - 30 years,11 - 20 years,PhD,Woman,Education,122000.0
25-34,86000.0,USD,US,2 - 4 years,1 year or less,College degree,Man,Engineering,86000.0
25-34,180000.0,Other,Poland,5-7 years,5-7 years,Master's degree,Man,Accounting,180000.0
25-34,80000.0,USD,US,5-7 years,5-7 years,College degree,Man,Accounting,80000.0
25-34,55000.0,USD,US,11 - 20 years,5-7 years,College degree,Man,Business,55000.0
25-34,65000.0,CHF,Switzerland,8 - 10 years,5-7 years,Some college,Man,Media,73450.0
25-34,48000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Law,48000.0
25-34,60000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Energy,60000.0
35-44,73000.0,EUR,Belgium,11 - 20 years,8 - 10 years,College degree,Man,Mining,79570.0
45-54,130000.0,USD,US,21 - 30 years,8 - 10 years,Some college,Man,Marketing,130000.0
55-64,148000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Computing,148000.0
25-34,160000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Accounting,160000.0
35-44,95000.0,USD,US,11 - 20 years,2 - 4 years,Master's degree,Man,Administration,95000.0
35-44,80000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Healthcare,80000.0
25-34,69000.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Healthcare,69000.0
35-44,58000.0,CAD,Canada,8 - 10 years,2 - 4 years,High School,Woman,Retail,41760.0
25-34,86670.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Insurance,86670.0
35-44,90000.0,CAD,Canada,8 - 10 years,8 - 10 years,College degree,Woman,Media,64800.0
25-34,44000.0,USD,US,8 - 10 years,1 year or less,College degree,Man,Sales,44000.0
35-44,125000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Man,Administration,125000.0
25-34,58000.0,USD,US,5-7 years,5-7 years,Some college,Man,Engineering,58000.0
25-34,40000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Healthcare,40000.0
35-44,52000.0,GBP,UK,8 - 10 years,8 - 10 years,College degree,Man,Engineering,67080.0
45-54,49924.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Property,49924.0
45-54,156000.0,USD,US,21 - 30 years,11 - 20 years,Some college,Man,Business,156000.0
25-34,43680.0,USD,US,5-7 years,2 - 4 years,High School,Man,Retail,43680.0
35-44,75000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Healthcare,75000.0
25-34,55000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Man,Other,55000.0
35-44,116000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Man,Engineering,116000.0
18-24,69753.0,USD,US,1 year or less,1 year or less,College degree,Man,Property,69753.0
25-34,58320.0,USD,US,11 - 20 years,5-7 years,College degree,Man,Healthcare,58320.0
35-44,128000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Engineering,128000.0
25-34,182500.0,USD,US,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Accounting,182500.0
25-34,155000.0,USD,US,2 - 4 years,2 - 4 years,PhD,Man,Engineering,155000.0
25-34,78000.0,USD,US,5-7 years,5-7 years,College degree,Man,Administration,78000.0
